assertion_id,batch_id,confidence,jurisdiction_id,normalized_status,notes,object_type,object_value,observed_text,predicate,source_id,source_locator,subject_id,subject_type
asrt-co-arvada-geography-authority,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Normalized through the governed 20_DS005_Authority adapter.,AUTHORITY_TUPLE,PLACE|CANONICAL|GEOGRAPHY_AND_JURISDICTION|1600000US0803455|PASS|GEO-AUTH-2025-001|2026-08-01,The authoritative Geography_Disposition row marks Arvada's place geography canonical and eligible for geography-and-jurisdiction publication.,geography_authority,src-ds005-geography-disposition-arvada,Geography_Disposition row 5694,jurisdiction-co-arvada,Jurisdiction
asrt-co-arvada-geoid,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,"Normalized into 01_Jurisdiction, 02_Division, and 10_IdentifierCrosswalk.",IDENTIFIER,0803455,The Census incorporated-place record assigns Arvada GEOID 0803455 and PLACEFP 03455.,geoid,src-co-arvada-census-incplace-2025,Colorado incorporated-place row — Arvada,jurisdiction-co-arvada,Jurisdiction
asrt-co-arvada-governing-body,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Normalized into 03_Body.,TEXT,Arvada City Council,The Charter vests policy-making and legislative power in the seven-member City Council.,governing_body,src-co-arvada-charter,City Charter — Council composition and authority,body-co-arvada-city-council,Body
asrt-co-arvada-government-form,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Normalized into 01_Jurisdiction.,TEXT,Council-Manager,The Charter continues Arvada's Council-Manager form of government.,government_form,src-co-arvada-charter,City Charter — form of government,jurisdiction-co-arvada,Jurisdiction
asrt-co-arvada-holder-bob-fifer,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Normalized into 05_Person and 06_RoleTerm.,ENTITY_ID,person-co-arvada-bob-fifer,Bob Fifer is the current District 4 Councilmember.,current_holder,src-co-arvada-profile-bob-fifer,Official District 4 profile,role-co-arvada-council-d4-bob-fifer,RoleTerm
asrt-co-arvada-holder-lauren-simpson,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Normalized into 05_Person and 06_RoleTerm.,ENTITY_ID,person-co-arvada-lauren-simpson,Lauren Simpson is the current Mayor.,current_holder,src-co-arvada-profile-lauren-simpson,Official Mayor profile,role-co-arvada-mayor-lauren-simpson,RoleTerm
asrt-co-arvada-holder-michael-griffith,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Normalized into the documented 2025-cycle at-large office.,ENTITY_ID,person-co-arvada-michael-griffith,Michael Griffith is a current At-Large Councilmember.,current_holder,src-co-arvada-profile-michael-griffith,Official At-Large profile,role-co-arvada-at-large-2025-michael-griffith,RoleTerm
asrt-co-arvada-holder-randy-moorman,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Normalized into 05_Person and 06_RoleTerm.,ENTITY_ID,person-co-arvada-randy-moorman,Randy Moorman is the current District 1 Councilmember.,current_holder,src-co-arvada-profile-randy-moorman,Official District 1 profile,role-co-arvada-council-d1-randy-moorman,RoleTerm
asrt-co-arvada-holder-rebecka-lovisone,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Normalized into 05_Person and 06_RoleTerm.,ENTITY_ID,person-co-arvada-rebecka-lovisone,Rebecka Lovisone is the current District 3 Councilmember.,current_holder,src-co-arvada-profile-rebecka-lovisone,Official District 3 profile,role-co-arvada-council-d3-rebecka-lovisone,RoleTerm
asrt-co-arvada-holder-sharon-davis,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Normalized into the documented 2023-cycle at-large office.,ENTITY_ID,person-co-arvada-sharon-davis,Sharon Davis is a current At-Large Councilmember.,current_holder,src-co-arvada-profile-sharon-davis,Official At-Large profile,role-co-arvada-at-large-2023-sharon-davis,RoleTerm
asrt-co-arvada-holder-shawna-ambrose,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Normalized into 05_Person and 06_RoleTerm.,ENTITY_ID,person-co-arvada-shawna-ambrose,Shawna Ambrose is the current District 2 Councilmember.,current_holder,src-co-arvada-profile-shawna-ambrose,Official District 2 profile,role-co-arvada-council-d2-shawna-ambrose,RoleTerm
asrt-co-arvada-majestic-view-address,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Used as second independent citywide address control; no district-level result was inferred.,ADDRESS,"7030 Garrison St., Arvada, CO 80004",The City identifies Majestic View Nature Center as a municipal environmental-education facility at 7030 Garrison Street.,official_facility_address,src-co-arvada-majestic-view,Majestic View Nature Center — Contact Us,jurisdiction-co-arvada,Jurisdiction
asrt-co-arvada-mayor-pro-tem,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Exact 2025 appointment date was not published and remains blank.,ENTITY_ID,person-co-arvada-randy-moorman,Randy Moorman is the current Mayor Pro Tem and was appointed in 2025.,current_holder,src-co-arvada-profile-randy-moorman,Official District 1 / Mayor Pro Tem profile,lead-co-arvada-mayor-pro-tem-randy-moorman,LeadershipRole
asrt-co-arvada-mayor-seat-count,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Normalized into 04_Office.,INTEGER,1,The Mayor is one citywide elected office.,seat_count,src-co-arvada-city-council,About City Council — Mayor,office-co-arvada-mayor,Office
asrt-co-arvada-swearing-michael-griffith,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Applied to Michael Griffith as a newly elected 2025 winner.,DATE,2025-11-11,"The official Council page records the November 11, 2025 swearing-in ceremony.",valid_from,src-co-arvada-city-council,About City Council — 2025 swearing-in,role-co-arvada-at-large-2025-michael-griffith,RoleTerm
asrt-co-arvada-swearing-randy-moorman,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Applied to Randy Moorman as the re-elected 2025 winner.,DATE,2025-11-11,"The official Council page records a November 11, 2025 swearing-in ceremony for the two newly elected and one re-elected councilmembers.",valid_from,src-co-arvada-city-council,About City Council — 2025 swearing-in,role-co-arvada-council-d1-randy-moorman,RoleTerm
asrt-co-arvada-swearing-rebecka-lovisone,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Applied to Rebecka Lovisone as a newly elected 2025 winner.,DATE,2025-11-11,"The official Council page records the November 11, 2025 swearing-in ceremony.",valid_from,src-co-arvada-city-council,About City Council — 2025 swearing-in,role-co-arvada-council-d3-rebecka-lovisone,RoleTerm
asrt-co-arvada-term-length,CO-NORM-001,HIGH,jurisdiction-co-arvada,NORMALIZED,Applied to all seven office records; three-consecutive-term limit retained as a rule.,INTEGER,4,The Mayor and Councilmembers are elected to four-year staggered terms.,term_length_years,src-co-arvada-city-council,About City Council — term length and limits,body-co-arvada-city-council,Body
